id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_days_from_arrest,r_charge_desc,is_violent_recid,num_vr_cases,vr_charge_degree,vr_charge_desc,v_type_of_assessment,v_decile_score,v_score_text,type_of_assessment,decile_score_1,score_text
10151,Female,47,Greater than 45,Hispanic,0,1,0,0,1,-61,61,F,Burglary Conveyance Unoccup,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10152,Male,40,25 - 45,Other,0,2,0,0,7,-1,2,F,Felony Battery (Dom Strang),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10153,Male,55,Greater than 45,Caucasian,0,4,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,4,Low
10154,Male,19,Less than 25,Hispanic,0,3,0,0,1,-18,18,F,Burglary Conveyance Unoccup,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,3,Low
10155,Male,20,Less than 25,African-American,0,4,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
10156,Male,25,25 - 45,Caucasian,0,6,0,0,0,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
10157,Female,27,25 - 45,African-American,0,9,1,0,10,-1,1,F,arrest case no charge,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,9,High
10158,Male,24,Less than 25,African-American,0,9,0,2,0,-1,1,F,Deliver Cocaine,1,NA,F,12,Deliver Cocaine,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
10159,Male,49,Greater than 45,Caucasian,0,1,0,0,0,-1,1,F,Felony Driving While Lic Suspd,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10160,Male,28,25 - 45,African-American,0,9,0,0,1,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
10161,Female,40,25 - 45,Caucasian,0,2,0,0,0,0,0,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10162,Male,25,25 - 45,African-American,0,10,0,0,3,-1,1,F,Pos Cannabis W/Intent Sel/Del,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,10,High
10163,Male,22,Less than 25,African-American,0,6,0,0,4,-12,12,M,Driving License Suspended,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
10164,Female,25,25 - 45,African-American,0,4,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
10165,Male,28,25 - 45,African-American,0,2,0,0,5,-1,0,F,arrest case no charge,1,NA,M,280,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10166,Female,51,Greater than 45,Caucasian,0,1,0,0,1,-98,98,F,Possession of Hydrocodone,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10167,Male,24,Less than 25,African-American,0,6,0,0,2,-1,1,F,Possession of Hydromorphone,1,NA,M,0,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
10168,Male,49,Greater than 45,Caucasian,0,1,0,0,1,-26,26,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10169,Male,33,25 - 45,Caucasian,0,7,0,0,0,-1,1,M,Possess Cannabis/20 Grams Or Less,1,NA,M,75,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,7,Medium
10170,Male,47,Greater than 45,African-American,0,4,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
10171,Male,34,25 - 45,African-American,0,3,0,0,6,74,75,F,Deliver Cocaine,1,NA,M,0,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
10172,Female,25,25 - 45,African-American,0,8,0,0,3,0,0,F,Fail To Redeliv Hire/Leas Prop,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,8,High
10173,Male,30,25 - 45,African-American,0,8,0,1,8,-42,42,M,Battery,1,NA,F,0,Aggravated Assault w/Firearm,1,NA,(F3),Aggravated Assault w/Firearm,Risk of Violence,4,Low,Risk of Recidivism,8,High
10174,Male,44,25 - 45,Caucasian,0,7,0,0,0,-1,1,F,Burglary Conveyance Unoccup,1,NA,M,1,Driving License Suspended,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,7,Medium
10175,Male,52,Greater than 45,African-American,0,7,0,1,7,-1,164,O,Ride Tri-Rail Without Paying,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,7,Medium
10176,Male,41,25 - 45,African-American,0,6,0,3,12,0,0,F,Possession Of Alprazolam,1,NA,M,0,Operating W/O Valid License,1,NA,(F3),Aggravated Assault W/Dead Weap,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
10177,Male,41,25 - 45,African-American,0,10,0,0,16,-1,1,F,Possession Burglary Tools,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,10,High
10178,Male,46,Greater than 45,Caucasian,0,1,0,0,0,-1,1,F,Manufacture Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10179,Male,57,Greater than 45,African-American,0,1,0,0,2,-1,4620,M,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10180,Female,44,25 - 45,Caucasian,0,3,0,0,1,-31,31,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,3,Low
10181,Male,32,25 - 45,African-American,0,9,0,0,0,0,1,F,Possession of Cannabis,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
10182,Female,27,25 - 45,Caucasian,0,2,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10183,Male,36,25 - 45,African-American,0,9,0,0,1,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,9,High
10184,Male,30,25 - 45,African-American,0,8,0,0,1,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,8,High
10185,Male,28,25 - 45,African-American,0,2,0,0,0,-1,1,M,Manage Busn W/O City Occup Lic,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
10186,Female,44,25 - 45,Caucasian,0,6,0,0,3,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,6,Medium
10187,Male,48,Greater than 45,African-American,0,7,0,0,0,-1,1,F,Grand Theft (Motor Vehicle),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
10188,Male,31,25 - 45,Caucasian,0,4,0,0,3,-1,1,M,Battery,1,NA,M,0,Driving License Suspended,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
10189,Male,29,25 - 45,African-American,1,10,0,0,8,-1,1,F,Possession of Cocaine,1,NA,F,NA,Aggrav Battery w/Deadly Weapon,1,NA,(F2),Aggrav Battery w/Deadly Weapon,Risk of Violence,9,High,Risk of Recidivism,10,High
10190,Female,26,25 - 45,Caucasian,0,5,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,5,Medium
10191,Male,37,25 - 45,Other,0,2,0,0,1,0,1,F,Tamper With Victim,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10192,Female,27,25 - 45,African-American,0,3,0,0,1,0,1,M,Susp Drivers Lic 1st Offense,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
10193,Male,21,Less than 25,African-American,0,5,0,0,1,-1,1,M,Burglary Unoccupied Dwelling,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,5,Medium
10194,Male,23,Less than 25,African-American,1,8,0,0,5,24,1,F,Possession Burglary Tools,1,NA,F,27,Aid/Abet Burglary Assault/Batt,1,NA,(F1),Aid/Abet Burglary Assault/Batt,Risk of Violence,6,Medium,Risk of Recidivism,8,High
10195,Male,27,25 - 45,Other,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
10196,Male,25,25 - 45,Caucasian,0,9,0,0,4,-30,30,F,Possession Of Alprazolam,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
10197,Female,49,Greater than 45,African-American,0,10,0,0,25,-1,1,F,Felony Petit Theft,1,NA,F,0,Felony Petit Theft,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,10,High
10198,Male,35,25 - 45,Other,0,5,0,0,2,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,5,Medium
10199,Male,57,Greater than 45,Caucasian,0,1,0,0,0,-1,2,F,Aggravated Assault W/Dead Weap,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10200,Female,45,Greater than 45,Caucasian,0,3,0,0,1,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
10201,Male,35,25 - 45,Hispanic,0,2,0,0,0,-1,1,F,Tamper With Witness/Victim/CI,1,NA,M,0,Battery,1,NA,(M1),Battery,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10202,Female,25,25 - 45,African-American,0,8,0,0,1,-1,1,M,Battery,1,NA,M,0,Battery,1,NA,(M1),Battery,Risk of Violence,3,Low,Risk of Recidivism,8,High
10203,Female,26,25 - 45,African-American,0,3,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
10204,Female,52,Greater than 45,Caucasian,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10205,Male,32,25 - 45,Hispanic,1,7,0,0,2,15,353,M,arrest case no charge,1,NA,M,NA,Possess Cannabis/20 Grams Or Less,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,7,Medium
10206,Male,21,Less than 25,Caucasian,0,4,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
10207,Male,35,25 - 45,African-American,0,6,0,0,9,-1,1,F,Tampering With Physical Evidence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,6,Medium
10208,Male,33,25 - 45,Caucasian,0,3,0,0,4,NA,321,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
10209,Male,38,25 - 45,Caucasian,0,1,0,0,8,NA,21,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10210,Male,32,25 - 45,African-American,0,9,0,0,0,-1,1,M,Operating W/O Valid License,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
10211,Female,23,Less than 25,African-American,0,4,0,0,0,-1,1,M,Disorderly Conduct,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
10212,Male,67,Greater than 45,African-American,0,2,0,0,3,NA,799,F,Aggrav Battery w/Deadly Weapon,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10213,Female,25,25 - 45,Caucasian,0,2,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10214,Male,23,Less than 25,African-American,1,10,1,2,4,-1,1,F,Burglary Unoccupied Dwelling,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,10,High
10215,Male,25,25 - 45,African-American,0,8,0,0,2,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,8,High
10216,Female,26,25 - 45,African-American,0,8,0,0,0,-1,1,M,Opert With Susp DL 2nd Offens,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,8,High
10217,Male,31,25 - 45,African-American,0,8,0,0,9,0,0,F,Possession of Cocaine,1,NA,M,0,Trespass After Warning,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
10218,Male,22,Less than 25,African-American,0,4,0,0,0,-1,1,M,Battery,1,NA,M,NA,Operating W/O Valid License,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,4,Low
10219,Female,20,Less than 25,Caucasian,0,8,0,0,0,-1,1,F,Poss Pyrrolidinovalerophenone,1,NA,F,0,Poss Pyrrolidinovalerophenone,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,8,High
10220,Male,24,Less than 25,African-American,0,3,0,0,1,-1,1,F,Pos Cannabis W/Intent Sel/Del,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
10221,Male,26,25 - 45,African-American,0,10,0,1,5,-472,465,M,Petit Theft,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,10,High
10222,Male,53,Greater than 45,Hispanic,0,9,0,0,3,NA,483,M,Alcoholic Beverage Violation-FL,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,9,High
10223,Male,37,25 - 45,African-American,0,7,0,0,0,-1,1,M,Susp Drivers Lic 1st Offense,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,7,Medium
10224,Male,29,25 - 45,African-American,0,5,0,0,0,-1,1,F,Possession Of Methamphetamine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,5,Medium
10225,Male,34,25 - 45,Other,0,2,0,0,0,-2,2,F,Felony Battery (Dom Strang),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,2,Low
10226,Male,29,25 - 45,African-American,0,7,0,1,9,-1,1,F,Deliver Cocaine 1000FT School,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,7,Medium
10227,Female,26,25 - 45,Native American,0,10,0,0,1,NA,4,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,10,High
10228,Male,49,Greater than 45,Caucasian,0,1,0,0,3,-1,1,F,Agg Battery Grt/Bod/Harm,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10229,Male,31,25 - 45,African-American,0,2,0,0,2,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10230,Male,59,Greater than 45,Caucasian,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10231,Male,51,Greater than 45,African-American,0,1,0,0,0,-1,1,F,Felony Battery (Dom Strang),0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10232,Male,39,25 - 45,African-American,0,1,0,0,2,-1,1,M,Resist/Obstruct W/O Violence,1,NA,M,0,Opert With Susp DL 2nd Offens,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10233,Male,23,Less than 25,African-American,0,5,0,1,1,-1,1,F,Possession Burglary Tools,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,5,Medium
10234,Male,27,25 - 45,African-American,0,1,0,0,3,-1,1,F,arrest case no charge,1,NA,M,1,Opert With Susp DL 2nd Offens,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
10235,Male,22,Less than 25,African-American,0,9,0,0,1,-1,1,F,Uttering a Forged Instrument,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
10236,Female,22,Less than 25,Caucasian,0,9,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,9,High
10237,Male,21,Less than 25,Caucasian,0,9,0,0,0,-1,1,F,Burglary Conveyance Unoccup,1,NA,M,1,Trespass Other Struct/Convey,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
10238,Male,34,25 - 45,Caucasian,0,6,0,0,10,0,1,F,Fleeing Or Attmp Eluding A Leo,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,6,Medium
10239,Male,36,25 - 45,African-American,0,1,0,0,0,-1,1,F,Aggravated Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10240,Female,21,Less than 25,Other,0,4,0,0,2,-22,22,F,Aggravated Assault W/Dead Weap,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,4,Low
10241,Male,30,25 - 45,African-American,0,6,0,1,10,-8,9,F,arrest case no charge,1,NA,F,1,Tampering With Physical Evidence,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,6,Medium
10242,Male,31,25 - 45,Caucasian,0,7,0,0,3,0,0,M,Driving Under The Influence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,7,Medium
10243,Female,29,25 - 45,Hispanic,0,3,0,0,0,-3,3,M,Disorderly Conduct,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,3,Low
10244,Male,47,Greater than 45,Other,0,1,0,0,5,-1,1,M,Possess Cannabis/20 Grams Or Less,1,NA,M,0,Susp Drivers Lic 1st Offense,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10245,Male,55,Greater than 45,Hispanic,0,3,0,0,2,-28,28,M,Viol Injunct Domestic Violence,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
10246,Female,19,Less than 25,African-American,0,10,1,0,1,-1,1,F,Battery on a Person Over 65,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,10,High
10247,Male,20,Less than 25,African-American,0,7,0,0,1,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,7,Medium
10248,Male,71,Greater than 45,Hispanic,0,1,0,0,1,-1,1,M,DUI Property Damage/Injury,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10249,Male,75,Greater than 45,Caucasian,0,1,0,0,2,-12,12,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10250,Male,25,25 - 45,African-American,0,10,0,0,7,258,134,F,Grand Theft in the 3rd Degree,1,NA,F,NA,Grand Theft (Motor Vehicle),0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,10,High
10251,Male,26,25 - 45,Caucasian,0,2,0,0,0,-1,1,F,Aggravated Assault W/Dead Weap,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,2,Low
10252,Male,24,Less than 25,African-American,0,4,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,4,Low
10253,Male,43,25 - 45,Other,0,1,0,0,1,-3,3,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10254,Male,27,25 - 45,African-American,1,9,2,0,11,-1,1,F,Deliver Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,10,High,Risk of Recidivism,9,High
10255,Female,20,Less than 25,Caucasian,0,9,0,0,2,28,36,F,Possession Of Alprazolam,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,9,High,Risk of Recidivism,9,High
10256,Male,28,25 - 45,Caucasian,0,4,0,0,4,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
10257,Female,33,25 - 45,Other,0,2,0,0,0,-1,1,F,Grand Theft in the 3rd Degree,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10258,Male,54,Greater than 45,Caucasian,0,3,0,0,3,-1,1,F,Grand Theft in the 3rd Degree,1,NA,F,0,Robbery / No Weapon,1,NA,(F2),Robbery / No Weapon,Risk of Violence,2,Low,Risk of Recidivism,3,Low
10259,Male,57,Greater than 45,Caucasian,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10260,Male,54,Greater than 45,Caucasian,0,9,0,0,11,-127,127,F,Possession of Cocaine,1,NA,F,0,Possession of Cocaine,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,9,High
10261,Male,30,25 - 45,African-American,0,2,0,0,2,-1,1,F,Burglary Unoccupied Dwelling,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10262,Male,27,25 - 45,Other,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
10263,Female,23,Less than 25,African-American,0,3,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
10264,Male,39,25 - 45,African-American,0,6,0,0,1,NA,1881,M,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,6,Medium
10265,Male,40,25 - 45,Caucasian,0,3,0,0,9,0,0,F,Felony Battery w/Prior Convict,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
10266,Male,21,Less than 25,Caucasian,0,4,0,0,0,-1,1,F,Child Abuse,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
10267,Female,31,25 - 45,African-American,0,8,0,0,4,0,0,F,Aggrav Battery w/Deadly Weapon,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,8,High
10268,Male,22,Less than 25,African-American,0,10,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,10,High
10269,Male,29,25 - 45,Caucasian,0,3,0,0,0,-1,1,F,Possession of Cocaine,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
10270,Female,29,25 - 45,Hispanic,0,2,0,0,0,-2,2,M,Battery,1,NA,F,0,Aggrav Battery w/Deadly Weapon,1,NA,(F2),Aggrav Battery w/Deadly Weapon,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10271,Male,33,25 - 45,Hispanic,0,3,0,0,2,-5,14,M,Driving License Suspended,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,4,Low,Risk of Recidivism,3,Low
10272,Male,22,Less than 25,African-American,0,4,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,6,Medium,Risk of Recidivism,4,Low
10273,Male,28,25 - 45,African-American,0,3,0,0,2,-75,75,F,arrest case no charge,1,NA,M,NA,Operating W/O Valid License,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,3,Low
10274,Male,35,25 - 45,African-American,0,8,0,0,0,-1,1,M,Battery,1,NA,F,NA,Aggrav Battery w/Deadly Weapon,1,NA,(F2),Aggrav Battery w/Deadly Weapon,Risk of Violence,7,Medium,Risk of Recidivism,8,High
10275,Male,28,25 - 45,African-American,0,7,0,0,13,-1,1,F,Burglary Unoccupied Dwelling,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,7,Medium
10276,Male,29,25 - 45,African-American,0,1,0,0,2,-1,2,F,Resist Officer w/Violence,1,NA,M,NA,Driving License Suspended,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,1,Low
10277,Male,30,25 - 45,African-American,0,7,1,0,14,-1,1,F,Driving While License Revoked,1,NA,M,0,Trespass/Property/Other Structure,0,NA,NA,NA,Risk of Violence,7,Medium,Risk of Recidivism,7,Medium
10278,Male,20,Less than 25,African-American,0,4,0,1,1,0,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,8,High,Risk of Recidivism,4,Low
10279,Female,44,25 - 45,African-American,0,2,0,0,1,-45,45,M,Aggrav Child Abuse-Agg Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,2,Low,Risk of Recidivism,2,Low
10280,Male,27,25 - 45,African-American,0,10,0,0,2,-1,1,F,Tampering With Physical Evidence,1,NA,F,0,Tampering With Physical Evidence,0,NA,NA,NA,Risk of Violence,5,Medium,Risk of Recidivism,10,High
10281,Female,63,Greater than 45,Caucasian,0,1,0,0,0,-1,1,M,Battery,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,1,Low,Risk of Recidivism,1,Low
10282,Male,53,Greater than 45,African-American,0,10,0,0,6,NA,1,F,Poss Cocaine/Intent To Del/Sel,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,10,High
10283,Male,27,25 - 45,African-American,0,5,0,0,6,-1,1,F,Possession of Cocaine,1,NA,F,0,Possession of Cocaine,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,5,Medium
10284,Female,28,25 - 45,African-American,0,4,0,0,3,-1,1,F,arrest case no charge,0,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,4,Low
10285,Male,37,25 - 45,Caucasian,0,6,0,0,0,NA,NA,O,NA,-1,NA,O,NA,NA,0,NA,NA,NA,Risk of Violence,3,Low,Risk of Recidivism,6,Medium
